0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
10077.400391,11517.400391,9601.030273,9888.610352,1.924340,2.051590,1.683170,1.751530,473.281006,522.307007,425.071014,427.523010,1541.630005,1673.229980,1332.140015,1359.709961,0.002333,0.002581,0.001993,0.002080,,,,,,12910.157227,14815.983398,12336.364258,12719.719727,66555.179688,76119.648438,63454.167969,65354.816406,8505.571289,9720.145508,8096.668945,8343.411133,7541.270996,8586.744141,7152.670898,7371.857910,1124839.375000,1290524.750000,1073779.250000,1107425.500000,29509.5,,,,1
9906.790039,10801.000000,9202.049805,10233.599609,1.761440,2.052910,1.761440,1.996970,431.214996,465.497009,401.243011,447.114014,1380.359985,1468.750000,1222.099976,1389.780029,0.002048,0.002271,0.001890,0.002079,,,,,,12743.104492,13921.409180,11871.564453,13193.156250,65474.964844,71418.375000,60816.347656,67633.859375,8358.750000,9118.615234,7735.415039,8601.109375,7385.410645,8021.537109,6804.236816,7564.754395,1109461.375000,1212196.250000,1035414.625000,1151996.250000,25433.46,,,,1
10198.599609,11046.700195,9694.650391,10975.599609,1.996950,2.137010,1.922970,2.070230,445.209015,472.609009,428.312012,466.540009,1381.810059,1482.680054,1300.459961,1462.680054,0.002051,0.002237,0.001971,0.002148,,,,,,13148.034180,14222.626953,12484.770508,13913.767578,67402.546875,73042.992188,64115.570313,72589.320313,8571.692383,9279.042969,8138.558105,9231.726563,7538.881836,8165.200684,7166.888672,8148.180664,1148056.375000,1243195.625000,1091036.000000,1230364.750000,16708.03,,,,1
10978.299805,11320.200195,10905.099609,11074.599609,2.077060,2.115660,1.996890,2.084160,466.851013,476.239014,456.653015,463.449005,1462.060059,1502.369995,1415.489990,1434.979980,0.002122,0.002212,0.002017,0.002149,,,,,,13917.190430,14350.618164,13824.394531,14039.269531,72607.179688,74868.406250,72123.054688,73244.078125,9233.998047,9521.575195,9172.427734,9314.997070,8150.185547,8404.008789,8095.842285,8221.677734,1230667.375000,1268994.500000,1222461.625000,1241462.625000,9267.16,,,,1
11082.700195,11858.700195,10862.000000,11323.200195,2.085410,2.381150,2.054190,2.227250,463.704987,482.813995,451.851990,465.852997,1435.359985,1649.300049,1420.599976,1559.930054,0.002092,0.002340,0.002071,0.002223,,,,,,14049.539063,15058.177734,13790.395508,14399.713867,73297.656250,78429.882813,71838.007813,74888.250000,9321.810547,10004.808594,9154.656250,9550.607422,8227.691406,8826.721680,8081.244141,8394.395508,1242370.750000,1339558.750000,1223604.250000,1278162.875000,14238.53,,,,1
11315.400391,11657.200195,11081.799805,11657.200195,2.258090,2.577030,2.258090,2.491680,466.053986,474.777008,453.312012,470.204010,1560.160034,1580.109985,1498.979980,1576.920044,0.002206,0.002475,0.002178,0.002463,,,,,,14389.794922,14777.833008,14035.099609,14777.833008,74836.664063,77153.179688,73328.265625,77153.179688,9544.028320,9823.207031,9341.481445,9823.207031,8388.613281,8652.910156,8193.567383,8652.910156,1277282.375000,1311318.500000,1250802.750000,1311318.500000,13621.48,,,,1
11685.700195,12032.000000,11604.599609,11916.700195,2.501810,2.731790,2.501810,2.595300,470.294006,473.558014,457.660004,463.281006,1580.160034,1623.160034,1498.000000,1501.849976,0.002474,0.002676,0.002426,0.002479,,,,,,14813.961914,15209.651367,14692.583984,15128.250977,77341.804688,79584.460938,76718.007813,78852.804688,9847.223633,10161.303711,9777.234375,10073.288086,8674.064453,8957.045898,8615.784180,8885.103516,1314524.375000,1354923.500000,1306445.875000,1340152.125000,10910.99,,,,1
11923.400391,14369.099609,11923.400391,14291.500000,2.580430,2.778810,2.345880,2.587690,462.604004,462.708008,420.209991,428.588013,1498.489990,1530.650024,1396.160034,1430.099976,0.002495,0.002663,0.002440,0.002663,,,,,,15136.756836,18376.640625,15136.756836,18273.111328,78897.140625,95031.476563,78897.140625,94518.265625,10078.952148,12176.170898,10080.656250,12107.336914,8890.098633,10740.842773,8890.098633,10673.263672,1340905.625000,1612787.750000,1340547.875000,1604935.500000,19784.87,,,,1
14266.099609,17899.699219,14057.299805,17899.699219,2.549400,2.914430,2.489430,2.779950,426.368988,441.397003,414.411011,434.407990,1430.709961,1454.729980,1323.750000,1330.930054,0.002581,0.002858,0.002515,0.002720,,,,,,18240.634766,23011.853516,17996.154297,23011.853516,94350.273438,118447.679688,93017.156250,118447.679688,12085.818359,15205.317383,11917.005859,15205.317383,10654.293945,13276.739258,10506.988281,13276.739258,1602083.000000,2026067.000000,1580602.750000,2026067.000000,24423.39,,,,1
17802.900391,18353.400391,14336.900391,16569.400391,2.766100,2.868990,2.259570,2.830670,434.989014,466.062012,422.367004,456.031006,1329.160034,1731.319946,1247.930054,1464.130005,0.002730,0.002846,0.002326,0.002779,,,,,,22887.408203,23589.625000,18421.482422,21276.767578,117807.132813,121475.648438,94838.593750,109687.773438,15123.088867,15603.979492,12217.213867,14084.834961,13204.940430,13628.425781,10644.369141,12380.931641,2015110.250000,2080174.375000,1627811.625000,1880295.500000,25473.4,,,,1
16523.300781,16783.000000,13674.900391,15178.200195,2.826020,2.867340,2.330350,2.610430,457.343994,504.147003,456.252991,473.502014,1464.630005,1526.400024,1353.900024,1410.060059,0.002772,0.002846,0.002425,0.002617,,,,,,21217.570313,21551.050781,17559.939453,19490.326172,109382.601563,111101.781250,90526.476563,100478.164063,14045.648438,14266.406250,11624.363281,12902.244141,12346.485352,12540.536133,10218.113281,11341.403320,1875064.125000,1904534.875000,1551827.750000,1722422.125000,15763.56,,,,1
15168.400391,15850.599609,13226.599609,15455.400391,2.661340,2.695440,2.211700,2.483370,472.789001,472.789001,429.514008,441.721008,1411.839966,1411.839966,1226.209961,1323.069946,0.002607,0.002742,0.002307,0.002547,,,,,,19477.742188,20353.755859,16984.277344,19875.644531,100413.296875,104929.382813,87558.765625,102313.203125,12893.914063,13473.818359,11243.284180,13134.529297,11334.081055,11843.831055,9883.134766,11542.495117,1721310.125000,1798726.000000,1500954.500000,1754960.750000,18487.98,,,,1
15427.400391,17513.900391,15404.799805,16936.800781,2.513020,2.824480,2.503350,2.706650,440.358002,516.968994,439.104004,515.135986,1320.000000,1453.489990,1316.849976,1423.380005,0.002563,0.002894,0.002534,0.002798,,,,,,19839.636719,22508.865234,19809.031250,21767.175781,102127.851563,115898.234375,101978.234375,112079.281250,13110.733398,14866.225586,13090.414063,14383.695313,11521.583984,13130.829102,11503.845703,12689.593750,1751781.375000,1987652.500000,1748136.625000,1923004.375000,16583.72,,,,1
16919.800781,17781.800781,16571.599609,17415.400391,2.726450,2.778300,2.613430,2.684750,522.286011,657.317993,504.493988,651.431030,1427.380005,1638.290039,1427.380005,1615.030029,0.002794,0.003381,0.002665,0.003304,,,,,,21745.328125,22902.958984,21291.191406,22410.136719,111966.781250,117733.304688,109728.843750,115307.367188,14369.257813,15160.542969,14075.936523,14832.978516,12676.856445,13362.742188,12421.557617,13076.587891,1921074.125000,2019123.500000,1880213.750000,1976996.250000,12511.23,,,,1
17500.000000,17653.099609,16039.700195,16408.199219,2.687080,2.875050,2.571440,2.778100,644.906006,747.992981,597.797974,702.767029,1616.989990,1702.530029,1497.939941,1607.650024,0.003306,0.003884,0.003218,0.003461,,,,,,22519.000000,22698.355469,20630.261719,21028.748047,115867.500000,116881.171875,106136.296875,108574.695313,14905.033203,15031.589844,13626.455078,13862.959961,13140.111328,13251.087891,12007.561523,12237.619141,1986600.000000,2002744.125000,1812806.875000,1850188.500000,17136.71,,,,1
16384.599609,17085.800781,16185.900391,16564.000000,2.773440,3.158740,2.772660,3.158740,700.593994,753.120972,664.989014,695.815979,1600.670044,2080.409912,1593.150024,1966.140015,0.003449,0.003718,0.003419,0.003709,,,,,,20998.501953,21924.500000,20727.664063,21191.982422,108418.531250,112908.093750,106974.234375,109473.132813,13843.020508,14450.102539,13678.611328,14068.286133,12220.017578,12722.115234,12048.458984,12332.663086,1847527.500000,1926082.375000,1822532.375000,1861628.000000,13409.52,,,,1
16601.300781,18154.099609,16601.300781,17706.900391,3.156700,4.411250,3.142820,3.996150,696.375977,697.132019,621.060974,684.447998,1974.660034,1974.660034,1678.060059,1815.430054,0.003670,0.003809,0.003483,0.003762,,,,,,21239.705078,23188.230469,21228.083984,22767.533203,109719.656250,119953.210938,109719.656250,117021.367188,14099.966797,15390.046875,14101.164063,15067.137695,12360.435547,13566.058594,12359.515625,13294.466797,1865820.250000,2036163.750000,1865156.125000,1993265.750000,18998.39,,,,1
17760.300781,19716.699219,17515.300781,19497.400391,4.168470,4.725410,3.918400,4.664650,686.192017,718.385010,680.786011,696.208984,1824.849976,1890.060059,1769.500000,1801.880005,0.003767,0.006251,0.003638,0.005933,,,,,,22836.195313,25351.732422,22521.173828,25069.757813,117374.273438,130303.718750,115755.117188,128854.421875,15112.577148,16777.314453,14904.102539,16590.708984,13334.560547,14803.438477,13150.612305,14638.787109,1999277.000000,2219508.750000,1971697.375000,2194822.250000,9761.22,,,,1
19475.800781,20089.000000,18974.099609,19140.800781,4.669340,6.750430,4.669340,5.756720,696.237000,735.825012,696.237000,719.974976,1812.329956,1939.930054,1806.650024,1862.880005,0.005917,0.007628,0.005586,0.005984,,,,,,25041.984375,25830.435547,24417.769531,24641.867188,128711.671875,132764.187500,125396.031250,126497.726563,16572.328125,17094.111328,16157.795898,16299.753906,14622.570313,15082.963867,14246.958984,14375.367188,2192391.000000,2261418.750000,2136863.000000,2157551.000000,9749.25,,,,1
19106.400391,19371.000000,18355.900391,19114.199219,5.792400,6.221320,5.280970,5.615850,721.731995,803.927979,689.231018,794.645020,1869.209961,2353.639893,1799.119995,2196.639893,0.005938,0.006809,0.005622,0.006433,,,,,,24597.580078,24936.289063,23620.373047,24590.417969,126270.375000,128177.906250,121365.539063,126440.429688,16270.458984,16432.812500,15618.055664,16221.844727,14349.531250,14487.323242,13774.500977,14287.785156,2153673.500000,2179431.250000,2068342.875000,2151494.250000,14678.94,,,,1
19118.300781,19177.800781,17275.400391,17776.699219,5.647000,6.545320,5.579760,5.792330,793.901001,881.943970,785.341980,826.822998,2199.060059,2918.929932,2160.919922,2805.889893,0.006402,0.006693,0.005476,0.005666,,,,,,24595.693359,24672.240234,22243.804688,22887.500000,126467.562500,126861.148438,114078.109375,117388.429688,16225.325195,16270.298828,14593.174805,15019.177734,14290.851563,14336.398438,12909.430664,13282.052734,2151956.000000,2159612.250000,1949701.750000,2008589.250000,21528.14,,,,1
17760.300781,17934.699219,16077.700195,16624.599609,5.788630,5.788630,4.933170,5.176210,827.515991,845.062012,756.004028,819.085999,2825.030029,4355.620117,2825.030029,3923.070068,0.005619,0.007067,0.004892,0.006661,,,,,,22866.386719,23038.914063,20632.511719,21316.062500,117280.148438,117956.515625,105744.640625,109341.656250,15005.323242,15146.270508,13544.819336,13997.305664,13269.800781,13379.111328,12027.004883,12435.185547,2006736.375000,2029849.250000,1822085.750000,1882735.875000,31172.23,,,,1
16642.400391,17567.699219,15342.700195,15802.900391,5.184910,5.698160,4.814150,5.180010,820.236023,880.543030,792.689026,821.062988,3909.000000,3909.000000,3038.010010,3267.169922,0.006733,0.008768,0.006583,0.007425,,,,,,21338.886719,22527.060547,19518.982422,20123.414063,109458.734375,115439.109375,101005.601563,104035.234375,14012.292969,14800.083984,12928.878906,13333.530273,12448.500977,13151.444336,11468.605469,11814.369141,1884751.875000,1993933.875000,1739708.750000,1790626.625000,20377.86,,,,1
15898.000000,15943.400391,11833.000000,13831.799805,5.205460,5.212740,3.513310,4.336150,822.643005,827.682983,543.762024,674.859985,3324.000000,3369.550049,1938.359985,2696.689941,0.007386,0.007625,0.004742,0.006054,,,,,,20244.513672,20308.703125,15120.207031,17596.816406,104661.304688,104960.187500,77770.023438,90944.085938,13413.769531,13478.231445,9983.968750,11665.513672,11885.466797,11920.299805,8845.780273,10356.244141,1801402.375000,1806706.125000,1341152.250000,1566589.625000,57444.16,,,,1
13948.700195,15603.200195,13828.799805,14699.200195,4.394960,5.134510,4.307610,4.839260,681.315979,763.895020,679.731018,719.387024,2746.949951,3479.709961,2684.820068,3257.080078,0.006135,0.008076,0.006110,0.007259,,,,,,17745.537109,19850.390625,17593.000000,18700.322266,91712.703125,102591.039063,90924.359375,96647.242188,11764.105469,13159.484375,11662.983398,12397.065430,10443.770508,11682.540039,10353.998047,11005.690430,1579829.750000,1767218.500000,1566249.875000,1664831.375000,21786.41,,,,1
14608.200195,14626.000000,12747.700195,13925.799805,4.741840,5.285680,4.198650,5.285680,721.768982,721.768982,614.921997,694.148010,3260.550049,3260.550049,2573.439941,2903.120117,0.007282,0.008948,0.005974,0.008582,,,,,,18584.552734,18607.197266,16217.624023,17715.009766,96048.914063,96165.953125,83816.125000,91562.132813,12320.317383,12335.329102,10751.202148,11753.713867,10937.556641,10950.883789,9544.549805,10422.722656,1654524.750000,1656540.750000,1443804.500000,1577793.125000,18519.49,,,,1
13995.900391,14593.000000,13448.900391,14026.599609,5.308580,6.955220,5.250540,6.560010,698.869995,782.520996,698.869995,765.833984,2929.350098,3099.620117,2755.600098,2954.689941,0.008649,0.010729,0.008582,0.008931,,,,,,17804.185547,18562.296875,17113.726563,17836.224609,92023.046875,95409.031250,88244.960938,91705.906250,11812.879883,12289.876953,11343.539063,11815.853516,10475.189453,10920.452148,10065.035156,10487.960938,1585735.500000,1652803.125000,1523491.375000,1589213.750000,11564.54,,,,1
14036.599609,16461.199219,14028.900391,16099.799805,6.559280,10.622100,6.496380,9.029420,763.369995,786.789978,760.934998,773.835999,2947.739990,3112.639893,2915.800049,3108.889893,0.008935,0.009623,0.008173,0.009411,,,,,,17848.939453,20892.554688,17844.761719,20425.816406,91771.289063,107703.976563,91751.812500,105339.382813,11824.277344,13869.070313,11823.767578,13579.453125,10495.438477,12310.200195,10491.250977,12038.133789,1590346.750000,1863407.750000,1589614.750000,1822497.375000,15051.16,,,,1
16163.500000,16930.900391,15114.299805,15838.500000,9.254260,11.302200,8.486590,10.107000,774.969971,789.252991,738.413025,762.841980,3108.320068,3108.320068,2771.050049,2889.520020,0.009342,0.009609,0.008514,0.008872,,,,,,20506.632813,21454.837891,19104.474609,20035.703125,105756.164063,110912.632813,99089.351563,103837.203125,13633.181641,14249.201172,12703.227539,13310.782227,12085.763672,12654.832031,11279.328125,11818.894531,1829708.250000,1916577.875000,1712299.000000,1793076.625000,15643.75,,,,1
15864.099609,15888.400391,13937.299805,14606.500000,10.126300,10.196400,8.149280,9.321410,762.208008,763.318970,701.187012,737.023010,2888.639893,2896.780029,2481.300049,2566.639893,0.008856,0.008856,0.007717,0.008486,,,,,,20068.085938,20094.060547,17540.091797,18353.066406,104005.039063,104164.351563,91041.226563,95412.578125,13332.296875,13354.963867,11660.084961,12234.274414,11837.997070,11860.555664,10363.845703,10869.548828,1795974.750000,1799520.250000,1572684.875000,1648489.625000,16557.22,,,,1
14695.799805,15279.000000,14307.000000,14656.200195,9.318620,9.534850,8.536820,8.807600,740.388977,770.117004,729.607971,753.591980,2587.300049,2922.409912,2389.040039,2779.949951,0.008513,0.009477,0.008155,0.009391,,,,,,18465.271484,19176.673828,17925.240234,18433.103516,95995.906250,99510.601563,93067.031250,95357.632813,12309.071289,12786.843750,11941.407227,12217.572266,10936.001953,11349.725586,10598.562500,10846.802734,1658568.000000,1721790.500000,1609537.500000,1651314.125000,13505.7,,,,1
14681.900391,14681.900391,12350.099609,12952.200195,8.713770,8.761100,7.187940,7.841010,753.815002,753.815002,685.231018,717.257019,2791.550049,2791.550049,2329.469971,2392.409912,0.009365,0.009446,0.007388,0.007860,,,,,,18465.425781,18465.425781,15532.720703,16289.982422,95524.851563,95524.851563,80353.453125,84270.898438,12238.997070,12238.997070,10295.181641,10797.099609,10865.823242,10865.823242,9140.097656,9585.702148,1654209.750000,1654209.750000,1391485.750000,1459324.375000,21749.67,,,,1
12897.700195,14377.400391,12755.599609,14156.400391,7.763310,8.839120,7.708990,8.635580,712.211975,760.348022,710.119019,756.732971,2376.959961,2627.949951,2350.030029,2533.010010,0.007803,0.009274,0.007669,0.008972,,,,,,16221.437500,18082.457031,16042.717773,17804.503906,83916.304688,93543.679688,82991.757813,92105.789063,10751.666992,11979.170898,10627.895508,11795.034180,9545.367188,10651.503906,9449.992188,10487.776367,1453183.875000,1620045.500000,1437301.000000,1595143.250000,11583.42,,,,1
14112.200195,14112.200195,13154.700195,13657.200195,8.629530,8.700570,7.959220,8.414610,755.757019,782.530029,742.004028,772.640991,2534.820068,2534.860107,2389.520020,2432.540039,0.009031,0.009063,0.008101,0.008909,,,,,,17748.914063,17748.914063,16547.296875,17146.615234,91818.210938,91818.210938,85588.429688,88857.843750,11758.207031,11758.207031,10961.336914,11372.470703,10455.030273,10460.455078,9750.722656,10110.453125,1590162.750000,1590162.750000,1482140.125000,1539985.875000,7688.03,,,,1
13625.000000,15444.599609,13163.599609,14982.099609,8.457700,9.122590,8.217180,8.837770,772.346008,914.830017,772.346008,884.443970,2434.500000,2867.139893,2434.500000,2711.000000,0.008873,0.009598,0.008551,0.009145,,,,,,17106.187500,19307.294922,16501.888672,18738.111328,88648.335938,100250.898438,85556.812500,97248.804688,11345.657227,12820.287109,10956.883789,12421.938477,10086.615234,11363.007813,9742.155273,11021.922852,1536355.000000,1734583.000000,1483669.250000,1681590.875000,16299.67,12902.7197265625,7006.89990234375,3742.0,1
