Date,Open,High,Low,Close,Adj Close,Volume
2014-09-17,511.192596,513.446411,497.302246,503.479004,503.479004,23181431
2014-09-18,502.957153,502.728729,452.183655,464.379822,464.379822,37728069
2014-09-19,464.011078,468.607666,419.985870,432.735870,432.735870,41563783
2014-09-20,432.601074,463.974731,427.350739,448.199677,448.199677,40406192
2014-09-21,447.301971,452.060120,430.965698,436.509613,436.509613,29091919
2014-09-22,436.814972,445.654388,434.619080,443.895386,443.895386,26632045
2014-09-23,443.829163,488.847748,435.262024,482.464203,482.464203,49929656
2014-09-24,482.419952,483.037659,466.193115,468.614868,468.614868,33914052
2014-09-25,468.560638,468.709564,454.714203,457.011780,457.011780,29774710
2014-09-26,456.850739,460.539673,444.130005,450.772095,450.772095,23920208
2014-09-27,449.803528,453.221985,442.910828,445.304993,445.304993,16751658
2014-09-28,445.250397,446.973541,417.529907,421.122589,421.122589,26364249
2014-09-29,420.840118,429.086517,415.233704,418.795898,418.795898,36247935
2014-09-30,419.488556,437.698730,416.463623,433.532043,433.532043,38886059
2014-10-01,434.073212,438.853271,425.407410,427.730713,427.730713,29245781
2014-10-02,428.146637,427.400543,416.021271,418.430298,418.430298,24295202
2014-10-03,418.551910,422.300781,402.269318,404.127441,404.127441,34736039
2014-10-04,404.554596,409.719849,366.328430,369.678253,369.678253,53098550
2014-10-05,369.734467,384.218506,325.197632,360.830170,360.830170,93788254
2014-10-06,360.693939,386.101410,340.137939,367.807037,367.807037,88042849
2014-10-07,368.369781,379.244232,357.946350,375.083862,375.083862,54892328
2014-10-08,375.004608,393.379486,365.730743,391.798706,391.798706,60762767
2014-10-09,391.585541,426.318512,385.654419,408.099060,408.099060,93510754
2014-10-10,407.720093,419.587433,395.495056,404.732513,404.732513,48879385
2014-10-11,404.508636,411.033630,398.451538,405.557526,405.557526,14938617
2014-10-12,405.901154,424.737305,398.667603,423.407074,423.407074,19632807
2014-10-13,422.704620,444.337006,413.017090,437.497925,437.497925,39469101
2014-10-14,438.930054,461.472290,438.635071,453.584412,453.584412,43553132
2014-10-15,453.680573,455.039398,438.994568,444.632843,444.632843,28458335
2014-10-16,444.345642,448.937042,419.591827,430.528534,430.528534,30374546
2014-10-17,430.753601,434.395142,421.374176,432.456879,432.456879,15326629
2014-10-18,432.702576,445.303528,427.062439,441.115967,441.115967,12865592
2014-10-19,440.904144,443.929840,435.498383,439.719513,439.719513,6676367
2014-10-20,439.363953,439.858734,425.836121,432.270294,432.270294,18538693
2014-10-21,431.791534,440.705872,429.809265,433.779541,433.779541,15925621
2014-10-22,433.378845,435.982269,429.456757,431.052734,431.052734,13096463
2014-10-23,430.832245,433.487030,400.147400,402.251404,402.251404,29692579
2014-10-24,402.446686,408.758667,396.125549,402.349762,402.349762,17499624
2014-10-25,402.648407,404.051910,384.982300,389.915863,389.915863,20353557
2014-10-26,390.158417,403.333344,386.165741,398.509949,398.509949,12664654
2014-10-27,398.591980,403.245819,392.590637,397.006744,397.006744,14658215
2014-10-28,397.260895,403.722076,396.516998,399.387787,399.387787,8762279
2014-10-29,398.796997,399.484772,375.014069,375.492767,375.492767,20355812
2014-10-30,375.624817,392.390900,374.979065,386.396301,386.396301,33769070
2014-10-31,386.065063,389.427551,380.093903,381.084778,381.084778,14131139
2014-11-01,381.455353,383.571869,361.636353,366.923676,366.923676,18785198
2014-11-02,367.290894,370.641907,361.153137,367.866882,367.866882,9711766
2014-11-03,367.502289,377.021484,366.849609,372.003052,372.003052,14705611
2014-11-04,371.556763,378.214386,369.840088,376.430389,376.430389,17831615
2014-11-05,376.647949,390.994263,376.747162,386.776398,386.776398,22577736
2014-11-06,386.744507,403.263672,385.329590,398.993988,398.993988,21471813
2014-11-07,399.597107,403.454865,388.086639,387.785004,387.785004,19064732
2014-11-08,387.489410,393.013763,387.489410,391.265167,391.265167,9666420
2014-11-09,391.138336,411.842804,389.868805,411.469147,411.469147,27417683
2014-11-10,410.337585,426.015869,404.937836,417.155914,417.155914,34618719
2014-11-11,415.942810,422.253723,413.530304,416.708740,416.708740,17950225
2014-11-12,417.037384,485.151611,416.927002,479.471069,479.471069,51826582
2014-11-13,483.673035,517.109314,455.635590,478.754333,478.754333,67073516
2014-11-14,476.116699,477.150726,437.428131,448.897827,448.897827,33388453
2014-11-15,450.965057,457.597809,418.645416,424.428467,424.428467,17746911
2014-11-16,422.845337,440.977600,422.700897,437.802399,437.802399,13437851
2014-11-17,438.329529,463.770996,426.388519,437.577332,437.577332,46895485
2014-11-18,438.003174,442.982635,418.471527,424.761658,424.761658,36479092
2014-11-19,423.287659,437.767029,423.399811,431.815735,431.815735,21481913
2014-11-20,431.534363,433.254547,403.162537,404.538116,404.538116,28526133
2014-11-21,404.582214,404.582214,389.087433,393.897034,393.897034,33512707
2014-11-22,394.745819,409.606995,393.930725,396.223297,396.223297,17146997
2014-11-23,396.509552,416.792694,396.509552,412.747711,412.747711,17013732
2014-11-24,412.045898,437.042816,411.695953,425.332794,425.332794,34904618
2014-11-25,425.315826,446.169983,421.669464,422.153900,422.153900,28614842
2014-11-26,422.908569,425.439026,411.360107,414.489929,414.489929,20930633
