Date,Open,High,Low,Close,Adj Close,Volume
2015-04-28,1423.843750,1427.114624,1383.808594,1401.091431,1401.091431,133184182
2015-04-29,1399.453735,1408.442627,1385.020142,1399.761230,1399.761230,117385470
2015-04-30,1399.048340,1485.721802,1394.506592,1464.524048,1464.524048,209736193
2015-05-01,1463.246460,1482.019409,1439.307495,1439.307495,1439.307495,116688728
2015-05-02,1440.932495,1461.931763,1440.932495,1456.988770,1456.988770,77742664
2015-05-03,1456.678833,1508.525879,1451.735962,1490.652222,1490.652222,114696709
2015-05-04,1490.639893,1506.417969,1476.443359,1483.943237,1483.943237,131765479
2015-05-05,1482.912720,1485.098022,1440.080688,1465.319702,1465.319702,148499209
2015-05-06,1466.114014,1467.386230,1421.255127,1424.671387,1424.671387,183443599
2015-05-07,1423.927368,1483.957275,1418.432617,1472.965942,1472.965942,180382386
2015-05-08,1472.159180,1528.973633,1466.883545,1513.999146,1513.999146,170392642
2015-05-09,1513.415405,1538.466309,1487.774780,1501.389771,1501.389771,122867340
2015-05-10,1500.750366,1515.271729,1482.870117,1491.853760,1491.853760,93244580
2015-05-11,1491.872314,1516.574707,1485.974487,1503.462158,1503.462158,129711934
2015-05-12,1503.381470,1507.950928,1490.582642,1496.968018,1496.968018,119717950
2015-05-13,1498.743652,1512.012695,1458.289673,1466.553833,1466.553833,168633494
2015-05-14,1465.542603,1474.662964,1451.457764,1469.267822,1469.267822,151396678
2015-05-15,1469.429077,1481.486328,1469.336670,1474.362793,1474.362793,101325560
2015-05-16,1474.604736,1474.933716,1460.029053,1465.353027,1465.353027,68812697
2015-05-17,1464.465576,1476.968872,1464.465576,1469.380127,1469.380127,69089445
2015-05-18,1469.907471,1471.271362,1442.205078,1446.349487,1446.349487,104106659
2015-05-19,1445.784912,1453.047485,1438.749023,1439.555908,1439.555908,88390928
2015-05-20,1439.202148,1455.879395,1438.324585,1451.754150,1451.754150,96152078
2015-05-21,1451.741699,1463.708252,1450.151123,1458.144287,1458.144287,93611723
2015-05-22,1458.001831,1493.333008,1456.713867,1489.484619,1489.484619,167342992
2015-05-23,1489.100342,1493.680054,1479.215820,1480.337524,1480.337524,90510106
2015-05-24,1480.982056,1499.586060,1479.959595,1493.234009,1493.234009,71317378
2015-05-25,1493.072876,1494.571167,1467.385986,1470.319092,1470.319092,89442604
2015-05-26,1470.281982,1478.005737,1461.950317,1471.020264,1471.020264,101897415
2015-05-27,1470.703857,1480.187500,1467.769409,1471.415649,1471.415649,116810121
2015-05-28,1471.254395,1474.556396,1467.100342,1471.977051,1471.977051,85746286
2015-05-29,1471.784912,1472.683960,1461.131470,1469.520996,1469.520996,91761390
2015-05-30,1469.496216,1469.502441,1438.221191,1446.272339,1446.272339,87383123
2015-05-31,1444.970703,1445.695923,1422.701416,1426.717651,1426.717651,91301498
2015-06-01,1426.984131,1436.110840,1371.703247,1381.806763,1381.806763,161721964
2015-06-02,1381.608398,1403.326416,1378.575195,1399.526978,1399.526978,126804882
2015-06-03,1399.111694,1409.359131,1387.850952,1399.876709,1399.876709,110022274
2015-06-04,1399.244507,1404.938110,1389.269287,1390.943481,1390.943481,91323057
2015-06-05,1389.889282,1401.543945,1384.044556,1395.242310,1395.242310,111993636
2015-06-06,1395.571045,1399.999512,1391.688354,1399.379272,1399.379272,69042016
2015-06-07,1399.236572,1402.945679,1380.976685,1382.397095,1382.397095,82606044
2015-06-08,1382.384644,1423.892944,1382.136597,1417.842773,1417.842773,145069986
2015-06-09,1418.146851,1433.000244,1413.957520,1421.174194,1421.174194,175922480
2015-06-10,1420.845215,1425.912231,1414.916016,1419.837036,1419.837036,98697236
2015-06-11,1420.159668,1429.276245,1419.613647,1425.664063,1425.664063,89472904
2015-06-12,1425.664063,1434.425049,1423.322876,1427.751221,1427.751221,87023283
2015-06-13,1427.366333,1444.326782,1422.958618,1442.774780,1442.774780,82600633
2015-06-14,1443.023193,1458.021973,1440.304077,1449.858276,1449.858276,75527124
2015-06-15,1449.107056,1476.485840,1449.107056,1470.197144,1470.197144,123614317
2015-06-16,1469.837158,1562.940186,1465.845337,1557.681641,1557.681641,258348102
2015-06-17,1557.234619,1594.697510,1530.123047,1547.704590,1547.704590,272299262
2015-06-18,1548.598633,1564.960449,1515.760132,1545.710938,1545.710938,192309591
2015-06-19,1545.934448,1558.190796,1513.551636,1518.636353,1518.636353,148788565
2015-06-20,1518.164551,1526.223145,1493.932739,1522.398682,1522.398682,127945389
2015-06-21,1521.703369,1522.473145,1501.724365,1514.526367,1514.526367,65815688
2015-06-22,1514.681519,1539.192749,1513.501953,1533.437500,1533.437500,109843886
2015-06-23,1533.046265,1535.238525,1509.029297,1516.247559,1516.247559,93773657
2015-06-24,1516.160645,1516.526855,1492.660156,1492.660156,1492.660156,107644184
2015-06-25,1491.729248,1510.751099,1491.729248,1507.393311,1507.393311,100160738
2015-06-26,1506.182739,1513.193726,1499.561035,1512.231567,1512.231567,86809568
2015-06-27,1511.952148,1560.312500,1509.270386,1558.145996,1558.145996,127193229
2015-06-28,1557.928711,1559.275757,1536.070313,1545.860352,1545.860352,93974221
2015-06-29,1544.059937,1596.658569,1543.190796,1595.981812,1595.981812,215701295
2015-06-30,1595.808105,1660.775391,1589.040771,1631.046387,1631.046387,276109560
2015-07-01,1632.739014,1644.358032,1586.003418,1603.657104,1603.657104,167606384
2015-07-02,1603.229248,1622.975708,1576.637329,1584.678223,1584.678223,133716608
2015-07-03,1584.969849,1595.265625,1573.049316,1590.487915,1590.487915,118099019
2015-07-04,1591.449707,1622.262207,1577.234741,1618.719238,1618.719238,96919896
2015-07-05,1618.216797,1703.227417,1605.161987,1687.138550,1687.138550,273975354
2015-07-06,1682.143799,1722.485474,1661.046753,1670.380371,1670.380371,305197238
2015-07-07,1676.173340,1684.756348,1644.527222,1653.065552,1653.065552,179197039
